"(0, 0, 0)","(0, 0, 128)","(0, 0, 255)","(0, 128, 0)","(0, 128, 128)","(0, 128, 255)","(0, 255, 0)","(0, 255, 128)","(0, 255, 255)","(128, 0, 0)","(128, 0, 128)","(128, 0, 255)","(128, 128, 0)","(128, 128, 128)","(128, 128, 255)","(128, 255, 0)","(128, 255, 128)","(128, 255, 255)","(255, 0, 0)","(255, 0, 128)","(255, 0, 255)","(255, 128, 0)","(255, 128, 128)","(255, 128, 255)","(255, 255, 0)","(255, 255, 128)","(255, 255, 255)",end_frame,end_time,img_path,length,middle_frame,start_frame,start_time,video_path,filename,object_id_00,object_id_01,object_id_02,object_id_03,object_id_04,object_id_05,object_id_06,object_id_07,object_id_08,object_id_09,object_id_10,object_id_11,object_id_12,object_id_13,object_id_14,object_id_15,object_id_16,object_id_17,object_id_18,object_id_19,object_id_20,object_id_21,object_id_22,object_id_23,object_id_24,object_id_25,object_id_26,object_id_27,object_id_28,object_id_29,object_id_30,object_id_31,object_id_32,object_id_33,object_id_34,object_id_35,object_id_36,object_id_37,object_id_38,object_id_39,object_id_40,object_id_41,object_id_42,object_id_43,object_id_44,object_id_45,object_id_46,object_id_47,object_id_48,object_id_49,object_id_50,object_id_51,object_id_52,object_id_53,object_id_54,object_id_55,object_id_56,object_id_57,object_id_58,object_id_59,object_id_60,object_id_61,object_id_62,object_id_63,object_id_64,object_id_65,object_id_66,object_id_67,object_id_68,object_id_69,object_id_70,object_id_71,object_id_72,object_id_73,object_id_74,object_id_75,object_id_76,object_id_77,object_id_78,object_id_79,object_labels
12288.0,8192.0,8192.0,8192.0,4096.0,4096.0,8192.0,4096.0,4096.0,8192.0,4096.0,4096.0,4096.0,0.0,0.0,4096.0,0.0,0.0,8192.0,4096.0,4096.0,4096.0,0.0,0.0,4096.0,0.0,0.0,79.0,3.294958333333333,temp_imgs\movie\0000.png,00:00:03.295,39.0,0.0,0.0,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
9304.399326989042,6745.023483046093,6084.408138824549,6989.20654095928,4429.830697016481,3769.21535279488,6201.99689482586,3642.621050883017,2982.0057066614827,7141.824143732869,4582.448299790015,3921.832955568331,4826.631357703176,2267.255513760293,1606.6401695387533,4039.4217115696733,1480.0458676268877,819.4305234053505,6375.659017596881,3816.283173653898,3155.6678294323788,4060.4662315670976,1501.0903876243146,840.4750434027782,3273.2565854337367,713.8807414909123,53.265397269375825,307.0,12.804458333333333,temp_imgs\movie\0001.png,00:00:09.509,193.0,79.0,3.294958333333333,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0001.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['frisbee', 'dog']"
5025.15562307097,3734.9446668167134,2626.491367669753,4952.771272719484,3662.560316465189,2554.107017318248,3302.2897858796414,2012.0788296253452,903.6255304783964,6809.213429140967,5519.002472886674,4410.549173739699,6736.829078789442,5446.618122535151,4338.164823388219,5086.347591949594,3796.1366356953276,2687.683336548364,4122.190007716044,2831.979051461762,1723.5257523148161,4049.8056573645517,2759.594701110258,1651.141401963309,2399.324170524696,1109.1132142704068,0.6599151234567902,2292.0,95.59549999999999,temp_imgs\movie\0002.png,00:01:22.791,1299.0,307.0,12.804458333333333,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0002.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
12287.999962491425,8192.0,8192.0,8191.999962491425,4096.0,4096.0,8191.999962491425,4096.0,4096.0,8191.999962491425,4096.0,4096.0,4095.9999624914253,0.0,0.0,4095.9999624914253,0.0,0.0,8191.999962491425,4096.0,4096.0,4095.9999624914253,0.0,0.0,4095.9999624914253,0.0,0.0,3242.0,135.21841666666666,temp_imgs\movie\0003.png,00:00:39.623,2767.0,2292.0,95.59549999999999,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0003.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
5636.260925711599,3826.7423321759475,2994.6188191229594,5256.854606052818,3447.3360125171766,2615.2124994641745,3807.549039780551,1998.0304462448653,1165.9069331918774,6726.8480983153395,4917.329504779658,4085.2059917266656,6347.441778656516,4537.923185120881,3705.799672067901,4898.136212384247,3088.617618848597,2256.4941057956166,4659.987734696487,2850.4691411608324,2018.3456281078618,4280.581415037712,2471.062821502069,1638.9393084490716,2831.2758487654387,1021.7572552297695,189.63374217678327,3515.0,146.60479166666664,temp_imgs\movie\0004.png,00:00:11.386,3378.0,3242.0,135.21841666666666,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0004.png,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['person']
5169.745504329555,3629.4116003301065,2638.0067274305657,5003.403313614535,3463.0694096150705,2471.664536715542,3388.0803674768586,1847.7464634773696,856.3415905778475,6782.763106567257,5242.429202567756,4251.02432966821,6616.420915852196,5076.087011852687,4084.68213895319,5001.097969714516,3460.764065715039,2469.3591928155042,4357.757563335923,2817.4236593364317,1826.0187864368954,4191.4153726209015,2651.081468621411,1659.676595721879,2576.092426483204,1035.7585224837114,44.35364958419068,4471.0,186.47795833333333,temp_imgs\movie\0005.png,00:00:39.873,3993.0,3515.0,146.60479166666664,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0005.png,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['tie', 'person']"
5343.115135245193,3596.958898641132,2796.855064193247,5205.625056262871,3459.4688196587904,2659.364985210909,3619.8918172367908,1873.7355806327198,1073.631746184844,6761.4213954261195,5015.265158822057,4215.161324374133,6623.931316443799,4877.775079839674,4077.671245391803,5038.1980774177055,3292.0418408136193,2491.938006365742,4333.459697037879,2587.30346043381,1787.1996259859397,4195.969618055547,2449.8133814514777,1649.7095470036002,2610.236379029479,864.0801424254132,63.9763079775377,4527.0,188.81362499999997,temp_imgs\movie\0006.png,00:00:02.336,4499.0,4471.0,186.47795833333333,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0006.png,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cup', 'bird', 'person']"
7048.486981845841,4695.823259602219,4081.5794779878493,5771.219119727386,3418.555397483712,2804.311615869343,4656.433901856153,2303.77017961248,1689.5263979981135,7210.946376136007,4858.282653892328,4244.038872277928,5933.678514017498,3581.014791773844,2966.771010159465,4818.89329614626,2466.2295739026144,1851.9857922882388,5391.805078660841,3039.1413564171708,2424.8975748028,4114.537216542338,1761.8734942986978,1147.6297126843288,2999.751998671114,647.0882764274695,32.84449481310014,4600.0,191.85833333333332,temp_imgs\movie\0007.png,00:00:03.045,4563.0,4527.0,188.81362499999997,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0007.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['person']
5866.3056144975635,4145.388457540267,3291.5265667866724,5362.353202160486,3641.436045203198,2787.5741544496004,3962.3454566400924,2241.428299682782,1387.5664089291897,6695.390485682418,4974.473328725141,4120.611437971522,6191.438073345321,4470.520916388031,3616.659025634432,4791.430327824872,3070.513170867647,2216.651280114028,4662.86662219216,2941.949465234884,2088.087574481314,4158.914209855071,2437.9970528978106,1584.1351621442107,2758.9064643347015,1037.9893073774026,184.12741662379986,4653.0,194.068875,temp_imgs\movie\0008.png,00:00:02.211,4626.0,4600.0,191.85833333333332,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0008.png,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['person']
3983.60643593536,2993.471873928338,1869.8324465234857,4616.345161929888,3626.2105999228697,2502.571172518005,2723.8696871784978,1733.7351251714695,610.0956977666331,6256.891533243364,5266.756971236302,4143.117543831441,6889.630259237828,5899.495697230768,4775.856269825969,4997.154784486471,4007.020222479441,2883.380795074578,3549.243331511493,2559.1087695044653,1435.4693420996227,4181.982057506013,3191.8474954989924,2068.208068094137,2289.5065827546287,1299.3720207476003,175.73259334276412,5450.0,227.31041666666664,temp_imgs\movie\0009.png,00:00:33.242,5051.0,4653.0,194.068875,E:\UCARE\Movies\WIZARD OF OZ (1939).mp4,C:\Users\Simon\git\Machine-Learning-And-Art\full_process\temp_imgs\movie\0009.png,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['bird', 'person']"
