"(0, 0, 0)","(0, 0, 128)","(0, 0, 255)","(0, 128, 0)","(0, 128, 128)","(0, 128, 255)","(0, 255, 0)","(0, 255, 128)","(0, 255, 255)","(128, 0, 0)","(128, 0, 128)","(128, 0, 255)","(128, 128, 0)","(128, 128, 128)","(128, 128, 255)","(128, 255, 0)","(128, 255, 128)","(128, 255, 255)","(255, 0, 0)","(255, 0, 128)","(255, 0, 255)","(255, 128, 0)","(255, 128, 128)","(255, 128, 255)","(255, 255, 0)","(255, 255, 128)","(255, 255, 255)",end_frame,end_time,img_path,length,middle_frame,start_frame,start_time,filename,object_id_00,object_id_01,object_id_02,object_id_03,object_id_04,object_id_05,object_id_06,object_id_07,object_id_08,object_id_09,object_id_10,object_id_11,object_id_12,object_id_13,object_id_14,object_id_15,object_id_16,object_id_17,object_id_18,object_id_19,object_id_20,object_id_21,object_id_22,object_id_23,object_id_24,object_id_25,object_id_26,object_id_27,object_id_28,object_id_29,object_id_30,object_id_31,object_id_32,object_id_33,object_id_34,object_id_35,object_id_36,object_id_37,object_id_38,object_id_39,object_id_40,object_id_41,object_id_42,object_id_43,object_id_44,object_id_45,object_id_46,object_id_47,object_id_48,object_id_49,object_id_50,object_id_51,object_id_52,object_id_53,object_id_54,object_id_55,object_id_56,object_id_57,object_id_58,object_id_59,object_id_60,object_id_61,object_id_62,object_id_63,object_id_64,object_id_65,object_id_66,object_id_67,object_id_68,object_id_69,object_id_70,object_id_71,object_id_72,object_id_73,object_id_74,object_id_75,object_id_76,object_id_77,object_id_78,object_id_79,object_labels
12281.52980324074,8187.686535493827,8187.686535493827,8187.686535493827,4093.8432677469136,4093.8432677469136,8187.686535493827,4093.8432677469136,4093.8432677469136,8187.686535493827,4093.8432677469136,4093.8432677469136,4093.8432677469136,0.0,0.0,4093.8432677469136,0.0,0.0,8187.686535493827,4093.8432677469136,4093.8432677469136,4093.8432677469136,0.0,0.0,4093.8432677469136,0.0,0.0,35.0,1.1678333333333333,temp_imgs\One_Way\0000.png,00:00:01.168,17.0,0.0,0.0,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
8471.55785697448,4458.623111175424,4458.623111175424,6177.443096815015,2164.5083510159466,2164.5083510159466,5686.986826453226,1674.0520806541513,1674.0520806541513,8709.094106331484,4696.159360532417,4696.159360532417,6414.979346172004,2402.044600372958,2402.044600372958,5924.523075810212,1911.5883300111466,1911.5883300111466,6798.550424918594,2785.615679119527,2785.615679119527,4504.435664759126,491.5009189600473,491.5009189600473,4013.979394397323,1.044648598251029,1.044648598251029,1572.0,52.452400000000004,temp_imgs\One_Way\0001.png,00:00:51.285,803.0,35.0,1.1678333333333333,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0001.png,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cup', 'person']"
3600.6855200831587,3991.499659743648,2000.7981931584372,4359.953534915132,4750.767674575606,2760.06620799039,3179.459967635462,3570.2741072959693,1579.5726407107293,2878.6858442644,3269.499983924899,1278.7985173396817,3637.95385909637,4028.7679987568604,2038.0665321716344,2457.460291816702,2848.274431477206,857.572964891975,4981.039089291853,5371.853228952337,3381.1517623671125,5740.307104123803,6131.1212437842905,4140.419777199082,4559.813536844151,4950.6276765046405,2959.926209919422,1716.0,57.257200000000005,temp_imgs\One_Way\0002.png,00:00:04.805,1644.0,1572.0,52.452400000000004,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0002.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
6175.929264188974,3945.686905221228,3326.557088048705,6292.729086291177,4062.4867273234076,3443.356910150893,4354.9417491855365,2124.69939021776,1505.5695730452671,6672.103226273145,4441.860867305405,3822.7310501329093,6788.903048375337,4558.66068940757,3939.5308722350846,4851.115711269746,2620.8733523019664,2001.743535129449,4754.228462041341,2523.9861030735624,1904.8562859010628,4871.0282841435355,2640.785925175756,2021.6561080032563,2933.2409470378952,702.99858807013,83.86877089763368,3012.0,100.5004,temp_imgs\One_Way\0003.png,00:00:43.243,2364.0,1716.0,57.257200000000005,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0003.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cell phone', 'person']"
9773.916251393262,5793.819026491753,5790.36046810698,6937.081626693234,2956.984401791854,2953.5258434070806,6528.608501586052,2548.511276684686,2545.052718299912,8387.71712373556,4407.619898833998,4404.1613404492255,5550.882499035544,1570.785274134089,1567.3267157493149,5142.409373928325,1162.312149026923,1158.8535906421494,7228.944573045357,3248.847348143859,3245.3887897590853,4392.109948345306,412.01272344393004,408.55416505915633,3983.6368232381374,3.5395983367626886,0.08103995198902614,3382.0,112.84606666666667,temp_imgs\One_Way\0004.png,00:00:12.346,3197.0,3012.0,100.5004,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0004.png,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['person']
10166.278399348503,6141.390421382053,6141.390421382053,7195.021682634647,3170.1337046682233,3170.1337046682233,6804.630109203562,2779.7421312371494,2779.7421312371494,8292.230345507662,4267.342367541156,4267.342367541156,5320.973628793768,1296.0856508273348,1296.0856508273348,4930.582055362663,905.6940773962624,905.6940773962624,7386.536268111357,3361.648290144901,3361.648290144901,4415.279551397436,390.39157343106956,390.39157343106956,4024.887977966358,0.0,0.0,4406.0,147.01353333333333,temp_imgs\One_Way\0005.png,00:00:34.167,3894.0,3382.0,112.84606666666667,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0005.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['person']
9719.502218364238,6331.637688614578,6052.689220036045,6982.591151191749,3594.7266214420447,3315.7781528635132,6460.6687966178315,3072.804266868141,2793.855798289608,7543.475742669812,4155.611212920128,3876.6627443415846,4806.564675497239,1418.700145747599,1139.7516771690682,4284.642320923325,896.7777911737006,617.8293225951658,7112.135154106716,3724.270624357037,3445.322155778494,4375.224086934106,987.3595571845004,708.4110886059683,3853.3017323602153,465.43720261059616,186.48873403206446,4924.0,164.29746666666668,temp_imgs\One_Way\0006.png,00:00:17.284,4665.0,4406.0,147.01353333333333,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0006.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
10828.548166366665,7828.028337727321,7444.078655478517,7421.203481331516,4420.683652692049,4036.7339704432475,7169.619371034857,4169.099542395412,3785.1498601466064,7216.59514317554,4216.075314536178,3832.125632287374,3809.250458140419,808.7306295010284,424.78094725222854,3557.6663478437777,557.1465192043896,173.19683695558982,7043.398306219938,4042.8784775805852,3658.928795331785,3636.0536211848303,635.5337925454386,251.58411029663927,3384.4695108881883,383.94968224880023,0.0,5275.0,176.00916666666666,temp_imgs\One_Way\0007.png,00:00:11.712,5099.0,4924.0,164.29746666666668,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0007.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['person']
8720.388280713854,4771.697086119492,4748.254058963286,5511.757831254365,1563.0666366598095,1539.6236095036027,5351.813844950355,1403.1226503557978,1379.6796231995907,9010.460669582095,5061.769474987279,5038.326447831064,5801.830220121687,1853.1390255272308,1829.6959983710226,5641.886233817699,1693.1950392232168,1669.75201206701,7357.770996763339,3409.079802168923,3385.6367750127197,4149.140547303672,200.4493527091907,177.00632555298353,3989.1965609996582,40.50536640517835,17.0623392489712,5352.0,178.57840000000002,temp_imgs\One_Way\0008.png,00:00:02.569,5313.0,5275.0,176.00916666666666,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0008.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
9762.48848486819,6720.385280028386,6643.868200231553,6612.2464581189915,3570.143253279198,3493.62617348239,6534.359806348606,3492.2566015087964,3415.739521711989,6409.828165188011,3367.7249603479913,3291.207880551179,3259.5861384389273,217.48293359910835,140.9658538022977,3181.6994866685004,139.59628182870375,63.07920203189298,6346.748963156114,3304.645758316096,3228.128678519287,3196.5069364070146,154.4037315672154,77.88665177040465,3118.62028463659,76.51707979681066,0.0,5552.0,185.25173333333333,temp_imgs\One_Way\0009.png,00:00:06.673,5452.0,5352.0,178.57840000000002,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0009.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
8763.334000450039,7875.512503750889,6830.978411136757,5959.671636552585,5071.8501398532935,4027.3160472393256,5732.516613618722,4844.695116919403,3800.161024305513,5005.481500235792,4117.660003536535,3073.1259109226157,2201.819136338355,1313.99763963909,269.4635470250343,1974.6641134045424,1086.8426167052778,42.308524091220825,4963.172976144572,4075.3514794453095,3030.8173868313884,2159.510612247134,1271.6891155478688,227.15502293381317,1932.3555893133214,1044.5340926140561,0.0,5652.0,188.5884,temp_imgs\One_Way\0010.png,00:00:03.337,5602.0,5552.0,185.25173333333333,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0010.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
8679.730166001935,5908.659057784424,5508.460530263929,5563.131620263148,2792.060512045572,2391.861984525014,5437.668268818515,2666.5971606009775,2266.398633080397,7506.73138235201,4735.6602741341285,4335.461746613593,4390.132836612725,1619.0617283950564,1218.8632008744676,4264.669485168115,1493.5983769504421,1093.3998494298514,6413.331532921613,3642.2604247041,3242.0618971836006,3296.7329871827337,525.6618789651999,125.46335144461588,3171.269635738129,400.19852752058137,0.0,5874.0,195.9958,temp_imgs\One_Way\0011.png,00:00:07.407,5763.0,5652.0,188.5884,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0011.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
12281.520814578691,8187.679628557946,8187.679628557946,8187.6808449070895,4093.8396588863106,4093.8396588863106,8187.6808449070895,4093.8396588863106,4093.8396588863106,8187.681155692422,4093.839969671639,4093.839969671639,4093.8411860208885,0.0,0.0,4093.8411860208885,0.0,0.0,8187.681155692422,4093.839969671639,4093.839969671639,4093.8411860208885,0.0,0.0,4093.8411860208885,0.0,0.0,5916.0,197.3972,temp_imgs\One_Way\0012.png,00:00:01.401,5895.0,5874.0,195.9958,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0012.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['refrigerator']
113.25819294410135,1047.0888953189324,2672.796443651506,1150.022890946501,2083.8535933213284,3709.5611416540205,2676.879249185424,3610.709951560247,5236.417499892963,999.7608480152616,1933.591550390088,3559.2990987227736,2036.5255460176618,2970.356248392486,4596.063796725105,3563.3819042565788,4497.212606631505,6122.920154964131,2981.648057055824,3915.4787594306495,5541.18630776311,4018.4127550582207,4952.243457433048,6577.951005765407,5545.269113297376,6479.099815672304,8104.807364004707,6578.0,219.48593333333335,temp_imgs\One_Way\0013.png,00:00:22.089,6247.0,5916.0,197.3972,C:\Users\Simon\git\Machine-Learning-And-Art\dataset_generator\temp_imgs\One_Way\0013.png,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['person']
